Sex,FamilySize,IsAlone,IsChild,HasCabin,FareLog,FarePerPerson,Pclass_1,Pclass_2,Pclass_3,Embarked_Q,Embarked_S,Title_Don,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Sex_x_Pclass1,Survived
1,-0.5583460543187373,1,0,0,-0.8223994323564051,-0.3538243926299439,False,False,True,True,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,0.3902552019016247,0.2012049588721577,True,False,False,False,False,True,False,False,False,False,False,0,0
1,0.07335229062787217,0,0,1,2.080609871989545,1.4750848201567874,True,False,False,False,False,False,False,False,False,True,False,1,1
1,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,True,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.555227682193912,-0.2805127179456086,False,True,False,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,1.4886229423451032,0.5750530997017776,True,False,False,False,False,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,1.0231464884145276,0.15306899664810233,True,False,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.9009311921448002,-0.3720068516290351,False,False,True,False,False,False,False,False,True,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
1,0.7050506355744817,0,0,0,-0.03656436738729706,-0.40639128024700855,False,False,True,False,True,False,False,True,False,False,False,0,0
1,0.07335229062787217,0,1,0,-0.49066373334637536,-0.4169972484462476,False,False,True,False,False,False,False,True,False,False,False,0,1
1,0.07335229062787217,0,0,0,-0.6516644200510788,-0.4417072102260124,False,False,True,False,True,False,False,False,False,True,False,0,0
1,0.07335229062787217,0,0,0,0.11487770378290146,-0.2805127179456086,False,True,False,False,True,False,False,False,False,True,False,0,0
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,False,False,False,False,True,False,False,0,0
1,1.3367489805210908,0,1,0,0.796994867650015,-0.2834554790020769,False,True,False,False,False,False,False,True,False,False,False,0,1
1,-0.5583460543187373,1,0,0,-0.8223994323564051,-0.3538243926299439,False,False,True,True,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,-0.18229921600558732,-0.3574385060186863,False,False,True,True,False,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,True,False,False,False,True,False,False,False,0,1
0,0.7050506355744817,0,0,0,0.14628698660938563,-0.3720851760678003,False,False,True,False,False,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,0,-0.047495735577579266,-0.3252695400972175,False,False,True,False,True,False,False,False,False,True,False,0,0
0,2.6001456704143098,0,1,0,0.7500500215928563,-0.38919953215491926,False,False,True,False,True,False,True,False,False,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8316548868940589,-0.35603985532644855,False,False,True,False,True,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,1,1.4187243378720666,0.4989441236329668,True,False,False,False,False,False,False,False,False,True,False,1,1
1,0.07335229062787217,0,0,0,0.3264312852117051,-0.21058018333371975,False,True,False,False,True,False,False,False,False,True,False,0,1
0,0.07335229062787217,0,0,1,1.2013528067136907,0.2926431465278946,True,False,False,False,False,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,1,0.6378567709605387,0.41881262817328,True,False,False,False,True,False,False,False,True,False,False,0,1
1,-0.5583460543187373,1,0,0,-0.555227682193912,-0.2805127179456086,False,True,False,False,True,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.9009311921448002,-0.3720068516290351,False,False,True,False,False,False,False,False,True,False,False,0,0
1,1.3367489805210908,0,1,0,0.3913049084830483,-0.38016657976755025,False,True,False,False,True,False,False,True,False,False,False,0,1
0,3.8635423603075285,0,1,0,0.9186307868769773,-0.41023756965066244,False,False,True,False,True,False,True,False,False,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.9009311921448002,-0.3720068516290351,False,False,True,False,False,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,1,1.4613028926278855,1.6636117442649017,True,False,False,False,True,False,False,True,False,False,False,1,1
0,0.07335229062787217,0,0,1,1.5046957798362923,0.5932943020299426,True,False,False,False,True,False,False,False,True,False,False,0,0
0,2.6001456704143098,0,1,0,0.3966804868978945,-0.44415484893742857,False,False,True,False,True,False,True,False,False,False,False,0,0
0,-0.5583460543187373,1,0,0,0.3902552019016247,0.2012049588721577,True,False,False,False,False,False,False,False,True,False,False,0,0
0,0.7050506355744817,0,0,0,-0.19833761225710508,-0.4320723718240838,False,False,True,False,False,False,True,False,False,False,False,0,1
1,-0.5583460543187373,1,0,1,-0.555227682193912,-0.2805127179456086,False,True,False,False,True,False,False,False,False,True,False,0,1
0,-0.5583460543187373,1,0,0,-0.7904288586245942,-0.3460171244658726,False,False,True,False,True,False,False,False,True,False,False,0,0
1,3.2318440153609194,0,0,0,-0.8170847630620884,-0.5425599154984436,False,False,True,False,True,False,False,True,False,False,False,0,1
0,0.7050506355744817,0,0,0,-0.7350682364384206,-0.4934572858388102,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.555227682193912,-0.2805127179456086,False,True,False,False,True,False,False,False,True,False,False,0,0
1,3.8635423603075285,0,0,0,0.9186307868769773,-0.41023756965066244,False,False,True,False,True,False,False,True,False,False,False,0,0
0,-0.5583460543187373,1,0,0,1.3748920230459027,1.4817871542739907,False,True,False,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,-0.2499399164147771,-0.37206559495810904,False,False,True,False,False,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,1.1072537150765218,1.0061284322549986,False,False,True,False,True,False,False,False,True,False,False,0,1
0,-0.5583460543187373,1,0,1,-0.8494147166700847,-0.3602358074031619,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.7050506355744817,0,1,0,0.4352691882609739,-0.30382356281623824,False,True,False,False,True,False,True,False,False,False,False,0,1
1,-0.5583460543187373,1,0,0,-0.39150772343236134,-0.2252660156022164,False,False,True,False,True,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.699602419155206,-0.32247223871274194,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.6492019524863049,-0.30848573179036415,False,False,True,False,True,False,False,False,True,False,False,0,1
1,-0.5583460543187373,1,0,0,-0.8331232661807578,-0.356389517999508,False,False,True,True,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,0.9229349791635117,0.7432995887724444,True,False,False,False,True,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.555227682193912,-0.2805127179456086,False,True,False,False,True,False,False,True,False,False,False,0,1
1,1.3367489805210908,0,0,0,-0.16061616331521889,-0.463386295955698,False,False,True,False,True,False,False,False,False,True,False,0,1
0,1.9684473254677004,0,0,0,0.6055165927725422,-0.38191489313284743,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
1,2.6001456704143098,0,0,1,2.6817978384037495,0.6519210768795762,True,False,False,False,True,False,False,True,False,False,False,1,1
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8253120304442058,-0.35452371797606286,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,1,1.1880771231678098,0.28139519766091836,True,False,False,False,True,False,False,False,True,False,False,0,0
0,1.3367489805210908,0,0,0,0.0947266584616812,-0.43034317335158045,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8983234796079217,-0.3714250129410641,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,1,0.6136376580503728,0.39515305306338583,True,False,False,False,False,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,1,1.2237291282633282,0.3119319382245458,True,False,False,False,False,False,False,False,True,False,False,0,1
1,0.07335229062787217,0,0,0,0.20476086118634793,-0.2525397041008531,False,True,False,False,True,False,False,False,False,True,False,0,1
0,0.07335229062787217,0,0,0,0.3264312852117051,-0.21058018333371975,False,True,False,False,True,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,True,False,False,True,False,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,1,1.4261175074523362,0.5067527904477301,True,False,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.7359559594095255,-0.3321453069002584,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.7050506355744817,0,0,0,-0.8170847630620884,-0.500333985075646,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,True,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.8494147166700847,-0.3602358074031619,False,False,True,False,True,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8345937356877873,-0.35673918067256744,False,False,True,False,True,False,False,False,True,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,True,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,0,0.2531096794067489,-0.23645522114011863,False,False,True,True,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,1,1.0231464884145276,0.8803673566117465,True,False,False,False,True,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,1,0,-0.2499399164147771,-0.37206559495810904,False,False,True,False,False,False,False,True,False,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,0,-0.6177128543335606,-0.4368119328031802,False,False,True,False,True,False,False,True,False,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.2496658965776702,-0.16978713724391276,False,False,True,False,False,False,False,True,False,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8170847630620884,-0.35254322859585413,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,True,False,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,0.11487770378290146,-0.2805127179456086,False,True,False,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,1,2.6193810538388766,2.8877220193169424,True,False,False,False,False,False,False,False,True,False,False,0,0
1,3.2318440153609194,0,1,0,0.5107772368542245,-0.44924993360200904,False,False,True,False,True,False,False,True,False,False,False,0,0
0,0.7050506355744817,0,0,0,1.3748920230459027,0.11110947588096902,False,True,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,0.4714977871731756,-0.15364391095410432,False,True,False,False,False,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,1,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,True,False,False,False,0,1
0,0.07335229062787217,0,0,1,1.4261175074523362,0.5067527904477301,True,False,False,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,1,0,-0.49066373334637536,-0.4169972484462476,False,False,True,False,False,False,True,False,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,True,False,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.9119738065372249,-0.37445449034045114,False,False,True,False,True,False,False,False,True,False,False,0,1
1,0.7050506355744817,0,0,1,0.17676493822332395,-0.36575301816714256,False,False,True,False,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.9333439402753757,-0.3791175917483719,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,False,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.9236745593388559,-0.3770196157100152,False,False,True,False,True,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,0,-0.2468830357530056,-0.3714250129410641,False,False,True,False,True,False,False,False,False,True,False,0,0
1,0.07335229062787217,0,0,0,0.3264312852117051,-0.21058018333371975,False,True,False,False,True,False,False,False,False,True,False,0,1
0,-0.5583460543187373,1,0,0,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.21113373091724366,-0.15335299161011887,False,True,False,False,False,False,False,False,True,False,False,0,0
1,0.7050506355744817,0,0,1,0.33721371279344026,-0.329154991720254,True,False,False,False,True,False,False,True,False,False,False,1,1
0,0.07335229062787217,0,0,1,1.0443667513097303,0.1684541542627179,True,False,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.6774563040864731,-0.3164104866125834,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,1,1.451049660518055,1.6412333331890974,True,False,False,False,False,False,False,False,True,False,False,0,0
1,0.7050506355744817,0,0,0,-0.19833761225710508,-0.4320723718240838,False,False,True,False,False,False,False,False,False,True,False,0,0
1,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,False,True,False,False,True,False,False,False,0,1
1,0.07335229062787217,0,0,0,-0.16061616331521889,-0.35254322859585413,False,False,True,False,True,False,False,False,False,True,False,0,1
0,-0.5583460543187373,1,0,0,-0.9629072993553399,-0.3854115198634419,False,False,True,True,False,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.46909409208058006,-0.2525397041008531,False,True,False,False,True,False,False,False,True,False,False,0,0
0,0.7050506355744817,0,0,0,0.6726413588893821,-0.2315599437172864,False,True,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8321480295338104,-0.35615734198459653,False,False,True,False,True,False,False,False,True,False,False,0,1
1,1.9684473254677004,0,1,0,0.6055165927725422,-0.38191489313284743,False,False,True,False,True,False,False,True,False,False,False,0,0
0,0.7050506355744817,0,0,1,0.3264312852117051,-0.33179657666099377,False,True,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,False,False,False,True,0,0
0,-0.5583460543187373,1,0,0,-0.3876817758949378,-0.2238673649099786,False,True,False,False,True,False,False,False,False,False,True,0,0
1,0.07335229062787217,0,0,1,1.2744931206598145,0.3572719977148177,True,False,False,False,True,False,False,False,False,True,False,1,1
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.7050506355744817,0,0,0,-0.2468830357530056,-0.43902646306589005,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8905271810599493,-0.3696766995757669,False,False,True,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,1.1914642388072023,0.2842512423744679,True,False,False,False,False,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.8395144162261178,-0.35790565534989377,False,False,True,True,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.7350682364384206,-0.3319131308853469,False,False,True,False,True,False,False,False,True,False,False,0,0
0,5.758637395147358,0,0,0,1.3186165666534067,-0.39736362577892836,False,False,True,False,True,False,True,False,False,False,False,0,0
0,0.07335229062787217,0,0,0,-0.14540227043656537,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.16676501869789714,-0.133654395260642,False,True,False,False,True,False,False,False,False,True,False,0,1
0,-0.5583460543187373,1,0,0,-0.8345937356877873,-0.35673918067256744,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.7350682364384206,-0.3319131308853469,False,False,True,False,True,False,False,False,True,False,False,0,0
0,2.6001456704143098,0,1,0,0.7500500215928563,-0.38919953215491926,False,False,True,False,True,False,True,False,False,False,False,0,0
0,0.7050506355744817,0,1,0,0.09232989484760502,-0.3828473269276727,False,False,True,False,True,False,True,False,False,False,False,0,1
1,0.07335229062787217,0,0,1,1.0800234945068525,0.19502851741523564,True,False,False,False,True,False,False,False,False,True,False,1,1
1,2.6001456704143098,0,0,0,0.3966804868978945,-0.44415484893742857,False,False,True,False,True,False,False,False,False,True,False,0,0
0,-0.5583460543187373,1,0,0,0.32355783508561003,0.15097102060974568,True,False,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,1.1072537150765218,1.0061284322549986,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,1,0.5796439252222684,0.3628666004837689,True,False,False,False,True,False,False,False,True,False,False,0,0
0,2.6001456704143098,0,1,0,0.439564432096984,-0.43844369194412425,False,False,True,True,False,False,True,False,False,False,False,0,0
1,0.7050506355744817,0,1,0,-0.49985170813525875,-0.47041871163626947,False,False,True,False,True,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8170847630620884,-0.35254322859585413,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,1,0.4920708068581072,0.2844246750603054,True,False,False,False,False,False,False,False,True,False,False,0,0
0,0.7050506355744817,0,0,0,-0.8253120304442058,-0.5009941482023821,False,False,True,False,True,False,False,False,True,False,False,0,0
0,1.9684473254677004,0,0,0,0.3058233309970645,-0.4317532929794946,False,False,True,False,True,False,True,False,False,False,False,0,0
1,-0.5583460543187373,1,0,1,0.42532181935054875,0.2289457967020017,True,False,False,False,False,False,False,True,False,False,False,1,0
0,-0.5583460543187373,1,0,0,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-3.078183537036835,-0.5742293633155419,False,False,True,False,True,False,False,False,True,False,False,0,0
1,5.758637395147358,0,0,0,1.3186165666534067,-0.39736362577892836,False,False,True,False,True,False,False,True,False,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.21086337656728918,-0.15323550495197086,False,True,False,False,False,False,False,False,True,False,False,0,0
0,3.2318440153609194,0,1,0,0.5143716893068679,-0.44880036730807543,False,False,True,False,True,False,True,False,False,False,False,0,0
0,1.3367489805210908,0,1,1,0.7324461080494622,-0.30149247832917525,False,True,False,False,True,False,True,False,False,False,False,0,1
1,0.7050506355744817,0,1,0,0.16191880276187218,-0.3688608200052949,False,False,True,False,True,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,1,0.9834106412875241,0.8244213289222354,True,False,False,False,True,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,0,-0.18229921600558732,-0.3574385060186863,False,False,True,True,False,False,False,False,False,True,False,0,1
0,-0.5583460543187373,1,0,0,0.34726251575909495,0.1684541542627179,True,False,False,False,True,False,False,False,True,False,False,0,1
0,0.7050506355744817,0,0,0,-0.18229921600558732,-0.4297021251176381,False,False,True,True,False,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8204699941290207,-0.35336004060012094,False,False,True,False,True,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,False,False,True,False,0,1
0,-0.5583460543187373,1,0,0,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,0,-0.8253120304442058,-0.46437654064580236,False,False,True,False,True,False,False,True,False,False,False,0,1
0,0.7050506355744817,0,1,1,0.3264312852117051,-0.33179657666099377,False,True,False,False,True,False,True,False,False,False,False,0,1
1,-0.5583460543187373,1,0,1,0.3902552019016247,0.2012049588721577,True,False,False,False,False,False,False,False,False,True,False,1,1
1,-0.5583460543187373,1,0,1,2.080609871989545,3.524399003629117,True,False,False,False,False,False,False,True,False,False,False,1,1
0,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,True,False,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,-0.7630585469915707,-0.4566839618384945,False,False,True,False,True,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,True,False,False,False,True,False,False,False,0,1
1,-0.5583460543187373,1,0,0,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,True,False,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.6492019524863049,-0.30848573179036415,False,False,True,False,True,False,False,False,True,False,False,0,0
0,5.758637395147358,0,0,0,1.3186165666534067,-0.39736362577892836,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.9973579835857035,-0.3925222599827788,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.901458549250232,-0.372124338287183,False,False,True,False,False,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.8027172900910506,-0.34904660186525965,False,False,True,False,True,False,False,False,True,False,False,0,1
1,0.07335229062787217,0,1,1,-0.5586016797092096,-0.4278955346401644,False,False,True,False,True,False,False,True,False,False,False,0,0
0,0.07335229062787217,0,0,0,-0.16061616331521889,-0.35254322859585413,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,0.005387445388772386,-0.04868636570719699,False,False,True,False,False,False,False,False,True,False,False,0,1
1,-0.5583460543187373,1,0,0,-0.8375409692255245,-0.3574385060186863,False,False,True,True,False,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,1,0.5019377809748362,0.29293406587188003,True,False,False,False,False,False,False,False,True,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.9236745593388559,-0.3770196157100152,False,False,True,False,True,False,False,False,True,False,False,0,0
1,-0.5583460543187373,1,0,0,0.11487770378290146,0.013203927424324613,False,True,False,False,True,False,False,True,False,False,False,0,1
0,-0.5583460543187373,1,0,0,-0.8983234796079217,-0.3714250129410641,False,False,True,False,True,False,False,False,True,False,False,0,0
0,-0.5583460543187373,1,0,0,-0.3520250326978165,-0.21058018333371975,False,True,False,False,True,False,False,False,True,False,False,0,0
0,0.07335229062787217,0,0,0,-0.8375409692255245,-0.4658339346671141,False,False,True,True,False,False,False,False,True,False,False,0,0
1,0.07335229062787217,0,0,1,1.8168204000705492,1.0100922083168005,True,False,False,False,False,False,False,True,False,False,False,1,1
1,-0.5583460543187373,1,0,0,-0.8170847630620884,-0.35254322859585413,False,False,True,False,True,False,False,True,False,False,False,0,1
0,0.07335229062787217,0,0,0,0.36399923090451786,-0.19659367641134196,False,True,False,False,True,False,False,False,True,False,False,0,0
