Pclass,Sex,Age,Fare,Title,FamilySize,Embarked_Q,Embarked_S,Survived
3,0,-0.6119717068488918,-0.5039970335514509,0,-0.5583460543187373,False,False,0
1,1,0.6304310683499038,0.9030418051451572,1,-0.5583460543187373,False,True,1
1,0,1.1739822824993769,0.9702316665245938,0,0.07335229062787217,False,True,0
3,0,-2.009674828947537,-0.10432273524869967,3,2.6001456704143098,False,True,0
1,0,0.0,-0.10778760522256871,0,-0.5583460543187373,False,False,0
3,0,0.0,-0.3489943737717696,3,0.7050506355744817,False,False,1
2,1,-0.06842049269941873,-0.440755422443577,2,-0.5583460543187373,False,True,1
3,0,-0.844922227198666,-0.48603268816795886,0,-0.5583460543187373,False,True,0
3,1,-1.0002225740985156,-0.4905435931060373,1,3.2318440153609194,False,True,1
3,0,-0.3013710130491929,-0.4762838743240705,0,0.7050506355744817,False,True,0
2,0,0.16453002765035546,-0.440755422443577,0,-0.5583460543187373,False,True,0
3,1,-1.0778727475484402,0.2630462909985802,1,3.8635423603075285,False,True,0
2,0,-0.6896218802988165,0.777362927744772,0,-0.5583460543187373,False,True,0
3,0,-0.3013710130491929,-0.3643001275179457,0,0.07335229062787217,False,False,0
3,0,0.16453002765035546,0.4485831174229828,0,-0.5583460543187373,False,True,1
3,0,-0.37902118649911765,-0.495860776380669,0,-0.5583460543187373,False,True,0
3,0,0.0,-0.4911081812937436,0,-0.5583460543187373,False,True,0
3,0,0.0,-0.48812669161756833,0,-0.5583460543187373,False,True,0
2,0,-2.2558258787837984,-0.08305400215017292,3,0.7050506355744817,False,True,1
3,1,0.009229680750505998,-0.40256837892576763,1,-0.5583460543187373,False,True,1
3,0,-0.6119717068488918,-0.46975824030520436,0,-0.5583460543187373,False,True,0
3,0,-0.06842049269941873,-0.4600906343513286,0,-0.5583460543187373,False,True,1
3,1,0.0,-0.4932021847433531,1,-0.5583460543187373,True,False,1
1,0,-0.14607066614934347,0.26691333338013057,0,-0.5583460543187373,False,True,0
2,1,-1.0002225740985156,-0.440755422443577,1,-0.5583460543187373,False,True,1
3,1,0.24218020110028018,-0.3373120387371061,2,1.3367489805210908,False,True,1
3,0,-1.0778727475484402,0.020872761853991784,0,1.9684473254677004,False,True,0
3,0,0.0,-0.48812669161756833,0,-0.5583460543187373,False,True,0
1,1,-0.534321533398967,4.441385584263695,1,2.6001456704143098,False,True,1
3,0,-0.45667135994904234,-0.48812669161756833,0,-0.5583460543187373,False,True,0
3,0,-0.06842049269941873,-0.48812669161756833,0,-0.5583460543187373,False,True,0
3,0,-0.7672720537487413,-0.49191252610910613,0,-0.5583460543187373,False,True,0
1,0,1.2516324559493017,0.5390564409817339,0,0.07335229062787217,False,True,0
3,0,-0.3013710130491929,-0.2459531624729799,0,1.3367489805210908,False,True,0
3,0,2.261084710798323,-0.5035948611437696,0,-0.5583460543187373,False,True,0
3,0,0.0,-0.48812669161756833,0,-0.5583460543187373,False,True,0
1,0,3.1928867921974198,0.02627115301863608,0,-0.5583460543187373,False,False,0
1,0,-0.534321533398967,0.5812710091399279,0,0.07335229062787217,False,False,1
2,1,0.3198303745502049,-0.19906527359668233,2,0.07335229062787217,False,True,1
2,0,0.3198303745502049,-0.14105963787342762,0,0.07335229062787217,False,True,0
3,1,-0.14607066614934347,-0.4911081812937436,1,-0.5583460543187373,False,True,0
3,0,0.0,-0.4911081812937436,0,-0.5583460543187373,False,True,0
1,0,-0.6896218802988165,0.850595042845381,0,0.07335229062787217,False,True,0
3,0,0.24218020110028018,-0.47644435658290485,0,-0.5583460543187373,False,True,0
3,0,0.5527808948999791,-0.4905435931060373,0,0.7050506355744817,False,True,0
3,0,-0.14607066614934347,-0.4911081812937436,0,-0.5583460543187373,False,True,0
3,1,-0.6896218802988165,-0.495860776380669,1,-0.5583460543187373,False,True,1
3,0,0.0,-0.49344387489220004,0,-0.5583460543187373,False,True,1
3,0,0.6304310683499038,-0.4911081812937436,0,-0.5583460543187373,False,True,0
3,1,0.0,-0.17682977990276808,1,0.07335229062787217,True,False,1
1,0,1.3292826293992264,0.36165587172811325,0,-0.5583460543187373,False,True,0
3,1,-1.1943480077233273,-0.3643001275179457,1,0.07335229062787217,False,False,0
3,0,-0.6119717068488918,-0.48812669161756833,0,-0.5583460543187373,False,True,0
3,1,-0.7672720537487413,-0.45380669048130934,1,0.07335229062787217,False,True,0
3,1,-1.0002225740985156,-0.3642208531491239,1,-0.5583460543187373,False,False,0
3,0,-0.6896218802988165,-0.4905435931060373,0,-0.5583460543187373,False,True,0
3,0,3.1540617054724573,-0.49392725518989383,0,-0.5583460543187373,True,False,0
2,0,-0.06842049269941873,-0.23773569741218548,0,0.07335229062787217,False,True,0
1,0,-0.45667135994904234,4.142091972101227,0,0.07335229062787217,False,False,0
3,1,-2.1649751758473865,-0.03906639506003812,1,3.2318440153609194,False,True,0
2,0,-0.6896218802988165,0.777362927744772,0,0.7050506355744817,False,True,0
3,0,0.0,-0.48812669161756833,0,-0.5583460543187373,False,True,0
2,0,0.2033551143753178,-0.06234985723935256,0,0.07335229062787217,False,False,0
2,1,0.2033551143753178,-0.39241739267419806,1,-0.5583460543187373,False,True,1
1,0,1.8728338435486995,0.850595042845381,0,0.07335229062787217,False,True,0
3,0,-1.388473441348139,-0.4264144957715976,3,0.07335229062787217,False,False,1
3,0,0.0,-0.49392725518989383,0,-0.5583460543187373,True,False,0
3,0,-0.45667135994904234,-0.5056888645933791,0,-0.5583460543187373,False,True,1
3,1,0.0,-0.21147267907788653,1,0.7050506355744817,False,False,1
3,0,1.1739822824993769,-0.5089120444184012,0,-0.5583460543187373,False,True,0
3,0,0.24218020110028018,-0.4911081812937436,0,-0.5583460543187373,False,False,0
3,0,-0.7672720537487413,-0.50746190352532,0,-0.5583460543187373,False,True,0
3,1,1.3292826293992264,-0.3634145748125707,2,0.07335229062787217,False,True,0
2,1,-0.06842049269941873,-0.14105963787342762,2,0.07335229062787217,False,True,1
2,0,-0.37902118649911765,-0.39241739267419806,0,-0.5583460543187373,False,True,0
2,0,-0.534321533398967,-0.3528614161533199,0,-0.5583460543187373,False,False,0
1,1,-0.844922227198666,-0.1355819723399616,1,0.7050506355744817,False,True,1
1,0,0.5527808948999791,0.38292460482664,0,0.07335229062787217,False,True,0
3,0,-1.0778727475484402,-0.4655682998847946,0,-0.5583460543187373,False,True,0
1,0,-0.45667135994904234,0.8875736356189561,0,-0.5583460543187373,False,False,0
3,1,0.0,-0.3489943737717696,2,0.7050506355744817,False,False,0
3,1,-0.6119717068488918,-0.49392725518989383,1,-0.5583460543187373,False,True,1
3,1,-0.45667135994904234,-0.3373120387371061,2,0.07335229062787217,False,True,1
3,0,-0.844922227198666,-0.5132624670976453,0,-0.5583460543187373,True,False,0
2,0,-0.9225724006485907,-0.4214202105358254,0,-0.5583460543187373,False,True,0
2,0,-0.844922227198666,0.06679389013490176,0,0.7050506355744817,False,True,0
3,0,-0.2237208395992682,-0.4930417024845188,0,-0.5583460543187373,False,True,1
3,1,-1.6214239616979134,0.020872761853991784,1,1.9684473254677004,False,True,0
2,0,0.5139558081750167,-0.14105963787342762,0,0.7050506355744817,False,True,0
2,0,0.9410317621496027,-0.39241739267419806,4,-0.5583460543187373,False,True,0
2,0,1.6398833231989254,-0.4016016183303801,4,-0.5583460543187373,False,True,0
1,1,-0.6119717068488918,0.643949965581286,2,0.07335229062787217,False,True,1
3,0,1.9893091037235866,-0.48812669161756833,0,-0.5583460543187373,False,True,0
3,0,0.8245565019747156,-0.3634145748125707,0,0.7050506355744817,False,True,0
3,0,0.0,-0.5023864103995351,0,-0.5583460543187373,False,True,0
1,0,1.6398833231989254,0.5430046912532968,0,0.07335229062787217,False,False,0
3,1,-1.0778727475484402,-0.49425015322875326,1,-0.5583460543187373,True,False,1
3,0,0.009229680750505998,-0.48812669161756833,0,-0.5583460543187373,False,True,0
3,0,0.0,-0.4762838743240705,0,-0.5583460543187373,False,True,0
3,0,0.0,0.7009888407091532,3,5.758637395147358,False,True,0
3,0,1.0963321090494522,-0.33247823576016816,0,0.07335229062787217,False,True,0
2,1,0.7857314152497533,-0.33924555992788125,2,-0.5583460543187373,False,True,1
3,0,-0.3013710130491929,-0.49344387489220004,0,-0.5583460543187373,False,True,0
3,0,-1.0002225740985156,-0.4762838743240705,0,-0.5583460543187373,False,True,0
3,0,-2.242625349297311,0.123591075113922,3,2.6001456704143098,False,True,0
3,0,-1.6214239616979134,-0.24691992306836752,3,0.7050506355744817,False,True,1
1,1,0.0,0.41966150745136793,2,0.07335229062787217,False,True,1
3,1,1.1739822824993769,-0.10432273524869967,2,2.6001456704143098,False,True,0
1,0,0.0,-0.14250977876650897,0,-0.5583460543187373,False,True,0
3,0,-0.14607066614934347,0.4485831174229828,0,-0.5583460543187373,False,True,0
1,0,2.4163850576981725,0.00395445143470916,0,-0.5583460543187373,False,True,0
3,0,-2.009674828947537,-0.08063710066170397,3,2.6001456704143098,True,False,0
3,1,-2.242625349297311,-0.428510432742398,1,0.7050506355744817,False,True,1
3,0,-0.6896218802988165,-0.4905435931060373,0,-0.5583460543187373,False,True,0
1,0,2.028134190448549,-0.05026534979700783,0,-0.5583460543187373,False,False,0
3,0,-0.9225724006485907,-0.49191252610910613,0,0.7050506355744817,False,True,0
3,0,0.0,-0.15137110638383156,3,1.9684473254677004,False,True,0
1,1,1.5622331497490005,-0.08861287557365152,1,-0.5583460543187373,False,False,0
2,0,0.009229680750505998,-0.39241739267419806,0,-0.5583460543187373,False,True,0
3,0,0.47513072145005436,-0.6437751474749684,0,-0.5583460543187373,False,True,0
3,1,0.0,0.7009888407091532,1,5.758637395147358,False,True,0
2,0,0.0,-0.3527802082633073,0,-0.5583460543187373,False,False,0
3,0,-1.6214239616979134,-0.03689118372041605,3,3.2318440153609194,False,True,0
2,0,-2.242625349297311,0.1102981169273428,3,1.3367489805210908,False,True,1
3,1,-2.009674828947537,-0.21791710520674015,1,0.7050506355744817,False,True,1
1,0,0.0,0.3229854479126101,0,-0.5583460543187373,False,True,0
3,1,0.0,-0.3440793629048191,2,0.07335229062787217,True,False,1
1,0,1.1739822824993769,-0.13042527132416426,0,-0.5583460543187373,False,True,1
3,0,0.7857314152497533,-0.3440793629048191,0,0.7050506355744817,True,False,0
3,0,0.47513072145005436,-0.4911081812937436,0,-0.5583460543187373,False,True,0
2,1,0.16453002765035546,-0.39241739267419806,2,-0.5583460543187373,False,True,1
2,0,-0.844922227198666,-0.39241739267419806,0,-0.5583460543187373,False,True,0
3,1,-0.844922227198666,-0.49191252610910613,1,0.07335229062787217,False,True,1
2,0,-2.0873250023974617,-0.14105963787342762,3,0.7050506355744817,False,True,1
1,1,1.0963321090494522,-0.10778760522256871,2,-0.5583460543187373,False,False,1
1,1,2.1834345373483983,2.1892355694183183,1,-0.5583460543187373,False,False,1
3,0,0.0,-0.49392725518989383,0,-0.5583460543187373,True,False,0
3,0,0.9410317621496027,-0.48127815955984277,0,0.07335229062787217,False,True,0
3,1,0.0,-0.49392725518989383,1,-0.5583460543187373,True,False,1
2,1,-0.45667135994904234,-0.39241739267419806,1,-0.5583460543187373,False,True,0
3,0,-0.14607066614934347,-0.4600906343513286,0,-0.5583460543187373,False,True,0
3,0,0.0,0.7009888407091532,0,5.758637395147358,False,True,0
3,0,0.3198303745502049,-0.5181774779645959,0,-0.5583460543187373,False,True,0
3,0,1.2128073692243393,-0.5040782414414634,0,-0.5583460543187373,False,False,0
3,0,-0.9225724006485907,-0.48812669161756833,0,-0.5583460543187373,False,True,1
3,1,-2.1649751758473865,-0.4414804928901177,1,0.07335229062787217,False,True,0
3,0,0.16453002765035546,-0.3373120387371061,0,0.07335229062787217,False,True,0
3,0,-0.3013710130491929,-0.2805148537580858,0,-0.5583460543187373,False,False,1
3,1,-1.0778727475484402,-0.49392725518989383,1,-0.5583460543187373,True,False,1
1,0,0.7857314152497533,-0.04438357833466977,0,-0.5583460543187373,False,False,1
3,0,-0.45667135994904234,-0.50746190352532,0,-0.5583460543187373,False,True,0
2,1,0.39748054800012966,-0.23773569741218548,1,-0.5583460543187373,False,True,1
3,0,-0.6119717068488918,-0.5035948611437696,0,-0.5583460543187373,False,True,0
2,0,0.009229680750505998,-0.39241739267419806,0,-0.5583460543187373,False,True,0
3,0,0.0,-0.49392725518989383,0,0.07335229062787217,True,False,0
1,1,0.08687985420043072,1.546420981375591,1,0.07335229062787217,False,False,1
3,1,-0.2237208395992682,-0.4905435931060373,1,-0.5583460543187373,False,True,1
2,0,0.9410317621496027,-0.12172442596567605,0,0.07335229062787217,False,True,0
1,1,0.16453002765035546,0.8313410388276422,1,-0.5583460543187373,False,False,1
2,0,0.009229680750505998,-0.440755422443577,0,-0.5583460543187373,False,True,0
3,0,-1.0778727475484402,-0.48812669161756833,0,-0.5583460543187373,False,True,1
2,0,-0.2237208395992682,-0.39241739267419806,0,-0.5583460543187373,False,True,0
3,0,1.6398833231989254,-0.48812669161756833,0,-0.5583460543187373,False,True,0
3,0,0.0,-0.4911081812937436,0,-0.5583460543187373,False,True,0
1,0,0.6304310683499038,1.096393924222673,0,0.07335229062787217,False,True,1
3,0,-0.6119717068488918,-0.46299091613749127,0,-0.5583460543187373,False,True,0
2,0,-0.844922227198666,-0.440755422443577,0,-0.5583460543187373,False,True,1
3,0,-0.7284469670237789,-0.5035948611437696,0,-0.5583460543187373,False,True,0
2,0,-0.9225724006485907,-0.39241739267419806,0,-0.5583460543187373,False,True,0
3,1,0.0,-0.15137110638383156,1,1.9684473254677004,False,True,0
1,1,0.39748054800012966,0.9702316665245938,2,0.07335229062787217,False,True,1
3,0,-0.06842049269941873,-0.49344387489220004,0,-0.5583460543187373,False,True,0
2,0,2.261084710798323,-0.3827497867203223,0,-0.5583460543187373,False,True,0
3,1,-1.9320246554976122,-0.03689118372041605,1,3.2318440153609194,False,True,1
2,0,-0.45667135994904234,-0.440755422443577,0,-0.5583460543187373,False,True,0
3,1,0.0,-0.4977942975714441,1,-0.5583460543187373,False,True,0
2,0,1.0963321090494522,-0.14105963787342762,0,0.07335229062787217,False,True,0
2,1,-1.699074135147838,-0.13622583489648973,1,0.7050506355744817,False,True,1
2,0,-0.844922227198666,-0.440755422443577,0,-0.5583460543187373,False,True,0
2,0,0.24218020110028018,-0.40643542130731797,0,-0.5583460543187373,False,True,0
3,1,0.0,-0.3643001275179457,1,0.07335229062787217,False,False,0
3,1,0.0,-0.3440793629048191,1,0.07335229062787217,True,False,1
2,0,-0.06842049269941873,-0.440755422443577,0,-0.5583460543187373,False,True,0
3,0,-0.6119717068488918,-0.5060117626322386,0,-0.5583460543187373,False,True,0
3,0,0.009229680750505998,-0.5040782414414634,0,-0.5583460543187373,False,False,0
1,0,1.0963321090494522,1.096393924222673,4,0.7050506355744817,True,False,0
3,1,-0.37902118649911765,-0.49344387489220004,1,-0.5583460543187373,False,True,0
2,1,-0.45667135994904234,-0.3634145748125707,2,0.7050506355744817,False,True,1
1,0,0.5527808948999791,0.3723714461673892,0,0.7050506355744817,False,True,1
2,0,1.8728338435486995,-0.14105963787342762,4,0.07335229062787217,False,True,0
3,0,0.0,-0.5035948611437696,0,-0.5583460543187373,False,True,0
3,1,-0.06842049269941873,-0.4414804928901177,2,0.7050506355744817,False,True,0
1,0,2.494035231148097,-0.13042527132416426,0,-0.5583460543187373,False,True,0
3,0,0.009229680750505998,-0.33247823576016816,0,0.07335229062787217,False,True,0
3,1,0.863381588699678,-0.25296217678953986,2,0.7050506355744817,False,True,0
3,1,-0.06842049269941873,-0.3489943737717696,2,0.7050506355744817,False,False,1
1,1,0.0,0.8875736356189561,2,-0.5583460543187373,False,False,1
1,1,0.009229680750505998,1.0287206825455424,1,-0.5583460543187373,False,True,1
1,1,0.39748054800012966,9.262218501053868,1,-0.5583460543187373,False,False,1
2,1,1.5622331497490005,-0.14105963787342762,2,0.07335229062787217,False,True,1
3,0,0.0,-0.49392725518989383,0,-0.5583460543187373,True,False,0
3,0,-2.0873250023974617,-0.03689118372041605,3,3.2318440153609194,False,True,1
1,0,1.71753349664885,0.8962744809774443,0,0.7050506355744817,False,True,0
1,0,0.7857314152497533,-0.6437751474749684,0,-0.5583460543187373,False,True,0
3,1,0.0,-0.49392725518989383,1,-0.5583460543187373,True,False,0
2,0,0.47513072145005436,-0.440755422443577,0,-0.5583460543187373,False,True,0
3,0,-1.0778727475484402,0.123591075113922,0,2.6001456704143098,False,True,0
3,0,-0.37902118649911765,-0.49344387489220004,0,0.07335229062787217,False,True,1
1,1,2.1834345373483983,2.323454809918357,2,0.07335229062787217,False,True,1
1,1,0.39748054800012966,1.9787234497726727,1,-0.5583460543187373,False,True,1
1,0,0.0,-0.04438357833466977,0,-0.5583460543187373,False,True,0
3,0,-0.37902118649911765,-0.6437751474749684,0,-0.5583460543187373,False,True,1
2,1,0.863381588699678,-0.26673851527381287,2,0.07335229062787217,False,True,1
1,0,0.5527808948999791,-0.06951935381474683,0,0.07335229062787217,False,False,0
3,1,0.0,-0.49392725518989383,1,-0.5583460543187373,True,False,1
1,1,2.5716854045980218,0.8635651029931007,1,0.07335229062787217,False,True,1
3,1,1.1739822824993769,-0.49392725518989383,1,-0.5583460543187373,False,True,0
2,0,0.0,-0.6437751474749684,0,-0.5583460543187373,False,True,0
3,0,-1.7767243085977626,-0.08063710066170397,3,2.6001456704143098,True,False,0
3,1,0.39748054800012966,-0.2522371063429992,2,0.7050506355744817,False,True,1
3,0,2.726985751497871,-0.49392725518989383,0,-0.5583460543187373,True,False,0
3,0,-0.14607066614934347,-0.49191252610910613,0,-0.5583460543187373,False,True,0
3,0,-1.0778727475484402,-0.4600906343513286,0,-0.5583460543187373,False,True,0
3,0,-0.844922227198666,-0.48812669161756833,0,-0.5583460543187373,False,True,1
1,0,0.0,-0.14105963787342762,0,-0.5583460543187373,False,True,0
3,0,0.24218020110028018,-0.4762838743240705,0,-0.5583460543187373,False,False,0
3,0,0.009229680750505998,-0.4600906343513286,0,-0.5583460543187373,False,True,1
3,0,-0.6119717068488918,-0.4911081812937436,0,-0.5583460543187373,False,True,0
2,0,0.9410317621496027,-0.39241739267419806,0,-0.5583460543187373,False,True,1
3,1,-0.6119717068488918,-0.49392725518989383,1,-0.5583460543187373,True,False,1
1,1,-0.3013710130491929,0.8808063114512428,1,-0.5583460543187373,False,True,1
1,1,-0.844922227198666,1.1172604849135184,2,0.07335229062787217,False,False,1
2,0,0.47513072145005436,-0.394834294162667,0,-0.5583460543187373,False,False,0
3,1,-0.45667135994904234,-0.47265852209136705,1,-0.5583460543187373,False,True,0
3,0,-0.45667135994904234,-0.4911081812937436,0,-0.5583460543187373,False,True,0
1,0,0.0,-0.10778760522256871,0,-0.5583460543187373,False,False,0
3,0,-0.4954964466740047,-0.5039970335514509,0,-0.5583460543187373,False,False,0
1,1,-2.1649751758473865,2.2864762171447826,1,1.3367489805210908,False,True,0
1,0,0.0,-0.05405118428854556,0,-0.5583460543187373,False,True,1
1,1,1.5622331497490005,4.142091972101227,2,0.07335229062787217,False,False,1
3,1,0.0,-0.49392725518989383,1,-0.5583460543187373,True,False,1
3,0,0.0,-0.19423147061974444,0,0.7050506355744817,True,False,1
3,0,-0.844922227198666,-0.6437751474749684,0,-0.5583460543187373,False,True,0
2,1,0.0,-0.40498528041423654,1,-0.5583460543187373,True,False,1
3,0,0.0,-0.48812669161756833,0,-0.5583460543187373,False,True,0
1,0,-2.2488373631733047,2.2864762171447826,3,1.3367489805210908,False,True,1
1,1,0.0,1.5001769550558215,1,-0.5583460543187373,False,False,1
1,1,-1.0002225740985156,1.4618294292791778,2,0.07335229062787217,False,False,1
2,0,0.009229680750505998,-0.17973006168893077,0,0.07335229062787217,False,False,0
1,1,0.009229680750505998,0.4569629982638023,1,-0.5583460543187373,False,False,1
1,1,-0.45667135994904234,0.964108204913409,1,-0.5583460543187373,False,False,1
1,1,-0.9225724006485907,4.42930107682135,1,1.9684473254677004,False,False,1
2,1,-0.3013710130491929,-0.14105963787342762,2,0.7050506355744817,False,True,0
3,0,-0.14607066614934347,-0.4911081812937436,0,-0.5583460543187373,False,True,0
2,0,1.0186819355995274,-0.13622583489648973,0,0.7050506355744817,False,True,0
3,1,-0.3013710130491929,-0.49191252610910613,1,-0.5583460543187373,False,True,1
2,1,-0.45667135994904234,-0.14105963787342762,2,0.07335229062787217,False,True,1
2,0,1.8728338435486995,-0.3730821807664465,4,-0.5583460543187373,False,True,0
1,1,0.08687985420043072,2.543957433556738,1,0.7050506355744817,False,True,1
1,1,0.7857314152497533,1.956810854117618,2,0.7050506355744817,False,False,1
3,0,-0.6119717068488918,-0.5035948611437696,0,-0.5583460543187373,False,True,0
3,0,-0.2237208395992682,-0.4911081812937436,0,-0.5583460543187373,False,True,0
2,1,0.009229680750505998,-0.40498528041423654,1,-0.5583460543187373,True,False,1
2,1,-0.6119717068488918,-0.08305400215017292,2,0.7050506355744817,False,True,1
3,0,0.0,0.7009888407091532,0,5.758637395147358,False,True,0
1,1,0.47513072145005436,1.9787234497726727,1,-0.5583460543187373,False,False,1
3,0,2.4163850576981725,-0.5231717632003681,0,-0.5583460543187373,False,True,0
2,1,0.47513072145005436,-0.39241739267419806,2,-0.5583460543187373,False,True,1
3,1,0.08687985420043072,-0.24691992306836752,2,0.7050506355744817,False,True,1
1,1,-1.0778727475484402,0.4772649707669414,1,0.07335229062787217,False,False,1
3,1,0.0,-0.19423147061974444,1,0.7050506355744817,True,False,1
1,0,1.2128073692243393,-0.0927216081040487,0,-0.5583460543187373,False,True,0
1,0,0.6304310683499038,2.323454809918357,0,0.07335229062787217,False,True,0
3,0,-1.0778727475484402,-0.2957413331354402,0,0.7050506355744817,False,True,0
1,1,0.0,1.9403759239960292,2,0.07335229062787217,False,True,1
3,0,0.0,-0.4911081812937436,0,-0.5583460543187373,False,True,0
1,0,-0.06842049269941873,0.643949965581286,0,0.07335229062787217,False,True,0
1,1,0.863381588699678,1.956810854117618,1,-0.5583460543187373,False,False,1
3,0,1.1739822824993769,-0.48812669161756833,0,-0.5583460543187373,False,True,1
1,0,1.1739822824993769,0.0426248752502123,0,-0.5583460543187373,False,True,0
2,0,-2.1649751758473865,-0.14105963787342762,3,0.7050506355744817,False,True,1
1,1,-0.45667135994904234,4.441385584263695,1,2.6001456704143098,False,True,1
2,0,-0.14607066614934347,-0.39241739267419806,0,-0.5583460543187373,False,True,0
2,0,-0.37902118649911765,-0.39241739267419806,0,-0.5583460543187373,False,True,0
2,0,0.47513072145005436,-0.39241739267419806,0,-0.5583460543187373,False,True,0
2,1,-0.45667135994904234,-0.39241739267419806,1,-0.5583460543187373,False,True,1
2,1,0.7857314152497533,-0.39241739267419806,1,-0.5583460543187373,False,True,1
3,1,0.0,-0.33247823576016816,2,0.07335229062787217,False,True,1
3,0,-2.0873250023974617,-0.33634527814171855,3,0.7050506355744817,False,True,1
3,0,0.9410317621496027,-0.4762838743240705,0,-0.5583460543187373,False,True,0
3,0,-0.534321533398967,-0.46540781762596023,0,-0.5583460543187373,False,True,0
